id_plan,descripcion,fecha_plan,empleado_asigna,id_criticidad
785,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-03-01,1,3
786,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-03-01,20,1
787,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-03-03,11,3
788,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-03-04,18,1
789,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-03-04,7,2
790,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-03-06,14,1
791,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-03-07,7,3
792,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-03-07,18,1
793,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-03-09,2,1
794,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-03-10,4,2
795,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-03-10,11,1
796,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-03-12,9,1
797,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-03-13,5,2
798,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-03-13,12,2
799,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-03-15,9,3
800,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-03-16,3,1
801,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-03-16,9,2
802,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-03-18,9,3
803,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-03-19,4,2
804,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-03-19,11,3
805,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-03-21,6,1
806,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-03-22,3,1
807,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-03-22,8,2
808,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-03-24,4,3
809,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-03-25,9,3
810,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-03-25,8,3
811,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-03-27,9,2
812,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-03-28,5,1
813,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-03-28,18,2
814,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-03-30,4,1
815,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-03-31,4,2
816,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-03-31,20,2
817,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-04-02,15,3
818,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-04-03,18,1
819,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-04-03,16,3
820,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-04-05,10,1
821,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-04-06,18,2
822,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-04-06,17,3
823,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-04-08,5,1
824,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-04-09,5,1
825,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-04-09,20,3
826,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-04-11,10,1
827,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-04-12,18,1
828,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-04-12,12,3
829,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-04-14,12,3
830,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-04-15,17,2
831,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-04-15,4,1
832,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-04-17,18,1
833,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-04-18,1,1
834,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-04-18,1,2
835,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-04-20,7,2
836,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-04-21,5,1
837,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-04-21,19,2
838,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-04-23,16,2
839,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-04-24,3,2
840,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-04-24,9,2
841,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-04-26,4,1
842,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-04-27,14,2
843,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-04-27,7,2
844,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-04-29,6,1
845,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-04-30,6,2
846,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-04-30,14,1
847,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-05-02,15,3
848,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-05-03,15,3
849,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-05-03,14,1
850,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-05-05,18,1
851,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-05-06,14,2
852,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-05-06,17,1
853,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-05-08,20,2
854,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-05-09,15,3
855,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-05-09,14,3
856,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-05-11,9,3
857,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-05-12,14,3
858,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-05-12,6,2
859,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-05-14,3,3
860,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-05-15,2,3
861,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-05-15,4,3
862,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-05-17,6,2
863,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-05-18,19,1
864,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-05-18,1,1
865,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-05-20,20,1
866,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-05-21,8,1
867,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-05-21,13,3
868,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-05-23,12,2
869,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-05-24,2,2
870,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-05-24,13,2
871,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-05-26,17,2
872,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-05-27,12,1
873,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-05-27,19,3
874,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-05-29,8,1
875,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-05-30,15,1
876,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-05-30,15,3
877,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-06-01,9,2
878,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-06-02,5,2
879,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-06-02,9,3
880,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-06-04,14,2
881,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-06-05,2,2
882,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-06-05,5,2
883,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-06-07,13,3
884,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-06-08,9,2
885,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-06-08,16,3
886,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-06-10,7,2
887,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-06-11,20,1
888,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-06-11,3,3
889,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-06-13,15,1
890,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-06-14,18,3
891,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-06-14,17,1
892,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-06-16,3,2
893,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-06-17,2,3
894,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-06-17,4,2
895,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-06-19,20,2
896,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-06-20,17,1
897,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-06-20,14,3
898,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-06-22,2,3
899,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-06-23,3,1
900,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-06-23,7,3
901,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-06-25,12,3
902,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-06-26,8,3
903,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-06-26,3,3
904,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-06-28,20,3
905,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-06-29,4,2
906,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-06-29,2,2
907,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-07-01,6,2
908,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-07-02,17,3
909,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-07-02,6,3
910,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-07-04,10,3
911,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-07-05,12,1
912,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-07-05,3,3
913,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-07-07,19,1
914,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-07-08,16,3
915,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-07-08,15,1
916,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-07-10,13,3
917,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-07-11,11,2
918,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-07-11,6,1
919,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-07-13,18,2
920,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-07-14,2,2
921,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-07-14,3,2
922,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-07-16,8,3
923,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-07-17,6,1
924,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-07-17,5,3
925,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-07-19,4,1
926,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-07-20,12,3
927,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-07-20,1,3
928,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-07-22,19,1
929,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-07-23,20,1
930,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-07-23,13,1
931,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-07-25,10,2
932,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-07-26,18,2
933,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-07-26,6,1
934,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-07-28,11,3
935,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-07-29,1,2
936,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-07-29,15,2
937,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-07-31,2,2
938,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-08-01,17,3
939,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-08-01,2,3
940,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-08-03,18,2
941,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-08-04,4,2
942,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-08-04,13,2
943,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-08-06,4,3
944,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-08-07,5,3
945,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-08-07,3,3
946,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-08-09,10,2
947,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-08-10,15,1
948,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-08-10,19,2
949,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-08-12,20,1
950,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-08-13,17,2
951,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-08-13,6,1
952,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-08-15,15,1
953,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-08-16,8,3
954,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-08-16,16,3
955,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-08-18,7,1
956,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-08-19,16,2
957,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-08-19,5,1
958,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-08-21,1,3
959,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-08-22,8,2
960,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-08-22,3,1
961,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-08-24,13,1
962,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-08-25,5,3
963,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-08-25,4,2
964,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-08-27,2,2
965,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-08-28,9,3
966,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-08-28,4,3
967,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-08-30,5,3
968,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-08-31,12,3
969,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-08-31,10,1
970,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-09-02,14,2
971,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-09-03,12,1
972,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-09-03,7,2
973,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-09-05,5,2
974,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-09-06,4,1
975,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-09-06,12,3
976,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-09-08,12,3
977,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-09-09,2,3
978,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-09-09,2,1
979,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-09-11,6,1
980,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-09-12,10,2
981,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-09-12,16,2
982,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-09-14,11,2
983,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-09-15,10,3
984,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-09-15,12,3
985,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-09-17,5,3
986,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-09-18,18,2
987,Lubricacion de los componentes internos de la prensa para evitar desgastes en zonas de alta friccion.,2024-09-18,14,2
988,Inspeccion de los rodillos en la cinta transportadora y ajuste de los soportes.,2024-09-20,17,2
989,Revision del sistema de respaldo electrico para comprobar que funcione en caso de corte de energia.,2024-09-21,11,2
990,Ajuste de los tensores en los sistemas de transmision para evitar deslizamientos en las correas.,2024-09-21,1,2
991,Verificacion de los sellos en las bombas hidraulicas para evitar fugas.,2024-09-23,14,3
992,Inspeccion de los sistemas de lubricacion de los ejes y ajuste de los puntos de engrase.,2024-09-24,13,1
993,Reemplazo de las piezas desgastadas en las poleas de las maquinas transportadoras.,2024-09-24,14,2
994,Se realizara una lubricacion a los ejes moviles de la banda elastica para la maquina designada. La lubricacion debera realizarse con dos lubricantes uno para bordes internos y otro para externos.,2024-09-26,9,3
995,Inspeccion de los sistemas electricos de las maquinas en la linea de produccion. Se revisaran conexiones y el aislamiento de cables.,2024-09-27,14,3
996,Limpieza de los filtros de aire de los sistemas de ventilacion para asegurar flujo constante de aire en la maquinaria.,2024-09-27,9,1
997,Reemplazo de piezas desgastadas en la estructura de la cinta transportadora incluidas poleas y engranajes.,2024-09-29,9,3
998,Revision y ajuste de las conexiones hidraulicas en el sistema de elevacion de carga en la grua.,2024-09-30,17,1
999,Verificacion del sistema de refrigeracion y reemplazo de componentes defectuosos en las maquinas.,2024-09-30,17,1
1000,Calibracion de los sensores de presion y temperatura en las maquinas de produccion.,2024-10-02,19,1
